time,price
10:36 PM,0.0588
11:36 PM,0.0373
12:36 AM,0.041
01:36 AM,0.0359
02:36 AM,0.0243
03:36 AM,0.032
04:36 AM,0.0283
05:36 AM,0.0353
06:36 AM,0.0425
07:36 AM,0.0579
08:36 AM,0.0587
09:36 AM,0.0649
10:36 AM,0.058
11:36 AM,0.0748
12:36 PM,0.0822
01:36 PM,0.0807
02:36 PM,0.1066
03:36 PM,0.112
04:36 PM,0.0921
05:36 PM,0.0965
06:36 PM,0.0965
07:36 PM,0.1005
08:36 PM,0.0717
09:36 PM,0.0618
